,Unnamed: 0,email,gender,visitorId,stepId,questionId,answerValue,answerId,answerTypeId,question,answer,Cluster,Cluster_Theme
302,2367,emilija+100_zbmO_4ZQ4@bss.com.mk,1,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
303,2383,tanja+182_jiPa_Nfsx@bss.com.mk,0,6k29ezb4owiomwpfb12502zq,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
304,2392,tanja+182_jiPa_Nfsx@bss.com.mk,0,6k29ezb4owiomwpfb12502zq,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
305,2397,tanja+182_jiPa_Nfsx@bss.com.mk,0,6k29ezb4owiomwpfb12502zq,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
306,2413,tanja+182_jiPa_YaEw@bss.com.mk,0,rh5y4efxr5rhh3m5u178w86t,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
307,2422,tanja+182_jiPa_YaEw@bss.com.mk,0,rh5y4efxr5rhh3m5u178w86t,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
308,2427,tanja+182_jiPa_YaEw@bss.com.mk,0,rh5y4efxr5rhh3m5u178w86t,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
309,2443,daniela.p+203_NfBj_lrIk@bss.com.mk,1,0wcaegyyobblhhvfzwyibn0a,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
310,2450,daniela.p+203_NfBj_lrIk@bss.com.mk,1,0wcaegyyobblhhvfzwyibn0a,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
311,2452,daniela.p+203_NfBj_lrIk@bss.com.mk,1,0wcaegyyobblhhvfzwyibn0a,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
312,2457,daniela.p+203_NfBj_lrIk@bss.com.mk,1,0wcaegyyobblhhvfzwyibn0a,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
313,2471,tanja+182_Ahsx_hqUn@bss.mk,0,h6m3ppqa2ui8z922ddkcrdxz,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
314,2479,tanja+182_Ahsx_hqUn@bss.mk,0,h6m3ppqa2ui8z922ddkcrdxz,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73293,Answer,Please indicate your company's main area of business,IT solutions for travel industry,2.0,Travel Industry Services
315,2481,tanja+182_Ahsx_hqUn@bss.mk,0,h6m3ppqa2ui8z922ddkcrdxz,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,2.0,Travel Industry Services
316,2482,tanja+182_Ahsx_hqUn@bss.mk,0,h6m3ppqa2ui8z922ddkcrdxz,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73374,Answer,What is your company's annual purchasing budget?,1 - 5 million rubles,2.0,Travel Industry Services
317,2498,3990147_SeNs_mVZi@gmail.com,0,wgf8glx8axdaq94290uynav9,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,0.0,Tourism Services
318,2508,3990147_SeNs_mVZi@gmail.com,0,wgf8glx8axdaq94290uynav9,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
319,2515,3990147_SeNs_mVZi@gmail.com,0,wgf8glx8axdaq94290uynav9,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,0.0,Tourism Services
320,2530,emilija_x3WF_Ge24@bss.com.mk,1,fxtyirzcqhb0t8w66n1rrg1u,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73103,Answer,Reason for Attending the Event,Personal interest,,No responses provided.
321,2547,aleksandar.dimkov+mitt1_n5eA_UbFT@bss.com.mk,1,870504t2mvyphtv5p2rpqzhu,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,1.0,Event Management
322,2553,aleksandar.dimkov+mitt1_n5eA_UbFT@bss.com.mk,1,870504t2mvyphtv5p2rpqzhu,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,1.0,Event Management
323,2554,aleksandar.dimkov+mitt1_n5eA_UbFT@bss.com.mk,1,870504t2mvyphtv5p2rpqzhu,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73294,Answer,Please indicate your company's main area of business,Event management,1.0,Event Management
324,2557,aleksandar.dimkov+mitt1_n5eA_UbFT@bss.com.mk,1,870504t2mvyphtv5p2rpqzhu,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,1.0,Event Management
325,2558,aleksandar.dimkov+mitt1_n5eA_UbFT@bss.com.mk,1,870504t2mvyphtv5p2rpqzhu,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73375,Answer,What is your company's annual purchasing budget?,5 - 10 million rubles,1.0,Event Management
326,2574,daniela.p+203_NfBj_WAMQ@bss.com.mk,0,nbaqmxp4ox9elnfzdq0fykn8,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73102,Answer,Reason for Attending the Event,Educational purposes ,0.0,Tourism Services
327,2581,daniela.p+203_NfBj_WAMQ@bss.com.mk,0,nbaqmxp4ox9elnfzdq0fykn8,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323b,Answer,Which of the following best describes your job function?,Visa support,0.0,Tourism Services
328,2583,daniela.p+203_NfBj_WAMQ@bss.com.mk,0,nbaqmxp4ox9elnfzdq0fykn8,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73290,Answer,Please indicate your company's main area of business,Tour Operator,0.0,Tourism Services
329,2588,daniela.p+203_NfBj_WAMQ@bss.com.mk,0,nbaqmxp4ox9elnfzdq0fykn8,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,0.0,Tourism Services
330,2603,emilija+3_CmwU_tbhk@bss.com.mk,1,gvlehw939njjmi3fs5c43a7p,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
331,2611,emilija+3_CmwU_tbhk@bss.com.mk,1,gvlehw939njjmi3fs5c43a7p,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
332,2618,emilija+3_CmwU_tbhk@bss.com.mk,1,gvlehw939njjmi3fs5c43a7p,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
333,2635,daniela.p+200_IzcX_vB6s@bss.com.mk,1,y10ilgiji2mozv41r1uvfwo2,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
334,2640,daniela.p+200_IzcX_vB6s@bss.com.mk,1,y10ilgiji2mozv41r1uvfwo2,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323d,Answer,Which of the following best describes your job function?,Guided tour services,2.0,Travel Industry Services
335,2642,daniela.p+200_IzcX_vB6s@bss.com.mk,1,y10ilgiji2mozv41r1uvfwo2,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
336,2647,daniela.p+200_IzcX_vB6s@bss.com.mk,1,y10ilgiji2mozv41r1uvfwo2,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
337,2662,tanja+182_Ahsx_Lcd6@bss.mk,1,yzc27c0f8w2ortjytg54wtmh,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
338,2670,tanja+182_Ahsx_Lcd6@bss.mk,1,yzc27c0f8w2ortjytg54wtmh,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73293,Answer,Please indicate your company's main area of business,IT solutions for travel industry,2.0,Travel Industry Services
339,2672,tanja+182_Ahsx_Lcd6@bss.mk,1,yzc27c0f8w2ortjytg54wtmh,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336e,Answer,What role do you play in the purchasing decision making process?,Sole responsibility,2.0,Travel Industry Services
340,2673,tanja+182_Ahsx_Lcd6@bss.mk,1,yzc27c0f8w2ortjytg54wtmh,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73374,Answer,What is your company's annual purchasing budget?,1 - 5 million rubles,2.0,Travel Industry Services
341,2689,emilija+101_jj3C_mXlu@bss.com.mk,0,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
342,2697,emilija+101_jj3C_mXlu@bss.com.mk,0,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f73228,Answer,Which of the following best describes your job function?,Sales,2.0,Travel Industry Services
343,2698,emilija+101_jj3C_mXlu@bss.com.mk,0,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
344,2704,emilija+101_jj3C_mXlu@bss.com.mk,0,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
345,2719,daniela.p+150_YhiF_OH5e@bss.com.mk,1,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73101,Answer,Reason for Attending the Event,To promote products and services,2.0,Travel Industry Services
346,2724,daniela.p+150_YhiF_OH5e@bss.com.mk,1,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323c,Answer,Which of the following best describes your job function?,Formation of tourist products,2.0,Travel Industry Services
347,2727,daniela.p+150_YhiF_OH5e@bss.com.mk,1,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
348,2732,daniela.p+150_YhiF_OH5e@bss.com.mk,1,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f7336f,Answer,What role do you play in the purchasing decision making process?,Joint responsibility,2.0,Travel Industry Services
349,2733,daniela.p+150_YhiF_OH5e@bss.com.mk,1,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f73372,,5c8a78336d41a10da4f73373,Answer,What is your company's annual purchasing budget?,Up to 1 million rubles,2.0,Travel Industry Services
350,2749,emilija+2_02Wi_UXK5@bss.com.mk,0,qy1d6nap87vjj61bqyu9ru50,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f730ff,Answer,Reason for Attending the Event,To source products and services,2.0,Travel Industry Services
351,2761,emilija+2_02Wi_UXK5@bss.com.mk,0,qy1d6nap87vjj61bqyu9ru50,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
352,2766,emilija+2_02Wi_UXK5@bss.com.mk,0,qy1d6nap87vjj61bqyu9ru50,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73371,Answer,What role do you play in the purchasing decision making process?,No influence,2.0,Travel Industry Services
353,2783,daniela.p+200_IzcX_QOfF@bss.com.mk,1,uud1nluegdqmisnfzpg75iqg,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
354,2788,daniela.p+200_IzcX_QOfF@bss.com.mk,1,uud1nluegdqmisnfzpg75iqg,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323d,Answer,Which of the following best describes your job function?,Guided tour services,2.0,Travel Industry Services
355,2790,daniela.p+200_IzcX_QOfF@bss.com.mk,1,uud1nluegdqmisnfzpg75iqg,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
356,2795,daniela.p+200_IzcX_QOfF@bss.com.mk,1,uud1nluegdqmisnfzpg75iqg,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
357,2812,daniela.p+200_IzcX_CIHU@bss.com.mk,1,mv0j9yovwhgmtif9l1naciko,5c8a78336d41a10da4f730fd,5c8a78336d41a10da4f730fe,,5c8a78336d41a10da4f73100,Answer,Reason for Attending the Event,To obtain general information,2.0,Travel Industry Services
358,2817,daniela.p+200_IzcX_CIHU@bss.com.mk,1,mv0j9yovwhgmtif9l1naciko,5c8a78336d41a10da4f73225,5c8a78336d41a10da4f73227,,5c8a78336d41a10da4f7323d,Answer,Which of the following best describes your job function?,Guided tour services,2.0,Travel Industry Services
359,2819,daniela.p+200_IzcX_CIHU@bss.com.mk,1,mv0j9yovwhgmtif9l1naciko,5c8a78336d41a10da4f73252,5c8a78336d41a10da4f73253,,5c8a78336d41a10da4f73291,Answer,Please indicate your company's main area of business,Travel Agent,2.0,Travel Industry Services
360,2824,daniela.p+200_IzcX_CIHU@bss.com.mk,1,mv0j9yovwhgmtif9l1naciko,5c8a78336d41a10da4f7336c,5c8a78336d41a10da4f7336d,,5c8a78336d41a10da4f73370,Answer,What role do you play in the purchasing decision making process?,Advisory role,2.0,Travel Industry Services
